feature_set,feature,source_feature_count,threshold_abs_r,component_id,component_size,component_features,pd_iqr,pd_mad,selection_rule,rank
pd_corr_reduced_all_095,tqwt_energy_dec_7,752.0,0.95,154.0,1.0,tqwt_energy_dec_7,0.0005455616666666999,0.00021270999999998337,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_8,752.0,0.95,155.0,1.0,tqwt_energy_dec_8,0.001049585833333325,0.00042339833333335003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_9,752.0,0.95,156.0,1.0,tqwt_energy_dec_9,0.0017039116666666503,0.0006294533333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_10,752.0,0.95,157.0,1.0,tqwt_energy_dec_10,0.0014389333333333,0.00056320333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_11,752.0,0.95,158.0,1.0,tqwt_energy_dec_11,0.0013198633333333751,0.00043212166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_12,752.0,0.95,159.0,1.0,tqwt_energy_dec_12,0.00302510333333335,0.0009646766666666499,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_13,752.0,0.95,160.0,1.0,tqwt_energy_dec_13,0.013085500000000026,0.005331155000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_14,752.0,0.95,161.0,1.0,tqwt_energy_dec_14,0.031769166666666654,0.014366599999999952,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_15,752.0,0.95,162.0,1.0,tqwt_energy_dec_15,0.0507083333333333,0.022116399999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_16,752.0,0.95,163.0,1.0,tqwt_energy_dec_16,0.07357866666666668,0.03603095,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_17,752.0,0.95,164.0,1.0,tqwt_energy_dec_17,0.11573208333333335,0.058266333333333295,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_18,752.0,0.95,165.0,1.0,tqwt_energy_dec_18,0.12819941666666665,0.059678999999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_19,752.0,0.95,166.0,1.0,tqwt_energy_dec_19,0.07707690000000003,0.0327955,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_20,752.0,0.95,167.0,1.0,tqwt_energy_dec_20,0.04247085000000003,0.019270666666666596,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_21,752.0,0.95,168.0,1.0,tqwt_energy_dec_21,0.03592314166666665,0.01678133333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_22,752.0,0.95,169.0,1.0,tqwt_energy_dec_22,0.029229324999999997,0.012789666666666647,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_23,752.0,0.95,170.0,1.0,tqwt_energy_dec_23,0.049441824999999995,0.016643683333333353,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_24,752.0,0.95,171.0,1.0,tqwt_energy_dec_24,0.09103408333333338,0.028557549999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_25,752.0,0.95,172.0,1.0,tqwt_energy_dec_25,0.10211941666666666,0.0457135,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_26,752.0,0.95,173.0,1.0,tqwt_energy_dec_26,0.10576098333333335,0.03607074333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_27,752.0,0.95,174.0,1.0,tqwt_energy_dec_27,0.05740619416666672,0.0034250333333333167,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_28,752.0,0.95,175.0,1.0,tqwt_energy_dec_28,0.011039925833333266,0.00033374499999998334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_29,752.0,0.95,176.0,1.0,tqwt_energy_dec_29,0.000688408333333275,0.00014115333333330002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_29,752.0,0.95,177.0,10.0,tqwt_TKEO_mean_dec_29;tqwt_TKEO_mean_dec_30;tqwt_TKEO_std_dec_29;tqwt_TKEO_std_dec_30;tqwt_energy_dec_30;tqwt_entropy_shannon_dec_29;tqwt_maxValue_dec_29;tqwt_minValue_dec_29;tqwt_stdValue_dec_29;tqwt_stdValue_dec_30,4.269638333333334,0.877545,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_31,752.0,0.95,178.0,2.0,tqwt_energy_dec_31;tqwt_energy_dec_32,0.00037999333333329165,0.00010799833333328333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_33,752.0,0.95,179.0,1.0,tqwt_energy_dec_33,0.00012457416666658333,4.1555e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_34,752.0,0.95,180.0,2.0,tqwt_energy_dec_34;tqwt_energy_dec_35,5.265091666666667e-05,1.2794500000000001e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_energy_dec_36,752.0,0.95,181.0,1.0,tqwt_energy_dec_36,0.00040950333333326667,7.114666666666668e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_1,752.0,0.95,182.0,3.0,tqwt_TKEO_mean_dec_1;tqwt_entropy_shannon_dec_1;tqwt_stdValue_dec_1,4.708099166666667,1.5147949999999997,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_3,752.0,0.95,183.0,6.0,tqwt_TKEO_mean_dec_2;tqwt_TKEO_mean_dec_3;tqwt_TKEO_std_dec_2;tqwt_TKEO_std_dec_3;tqwt_entropy_shannon_dec_2;tqwt_entropy_shannon_dec_3,8.084280583333335,1.8303963333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_5,752.0,0.95,184.0,6.0,tqwt_TKEO_mean_dec_4;tqwt_TKEO_mean_dec_5;tqwt_TKEO_std_dec_4;tqwt_TKEO_std_dec_5;tqwt_entropy_shannon_dec_4;tqwt_entropy_shannon_dec_5,13.759005833333333,3.2098923333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_6,752.0,0.95,185.0,4.0,tqwt_TKEO_mean_dec_6;tqwt_TKEO_std_dec_6;tqwt_entropy_shannon_dec_6;tqwt_stdValue_dec_6,13.623313333333336,2.9432833333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_7,752.0,0.95,186.0,4.0,tqwt_TKEO_mean_dec_7;tqwt_TKEO_std_dec_7;tqwt_entropy_shannon_dec_7;tqwt_stdValue_dec_7,18.44749333333333,5.690931666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_8,752.0,0.95,187.0,4.0,tqwt_TKEO_mean_dec_8;tqwt_TKEO_std_dec_8;tqwt_entropy_shannon_dec_8;tqwt_stdValue_dec_8,35.750780000000006,10.291289999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_9,752.0,0.95,188.0,4.0,tqwt_TKEO_mean_dec_9;tqwt_TKEO_std_dec_9;tqwt_entropy_shannon_dec_9;tqwt_stdValue_dec_9,51.31872666666667,13.22546333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_10,752.0,0.95,189.0,4.0,tqwt_TKEO_mean_dec_10;tqwt_TKEO_std_dec_10;tqwt_entropy_shannon_dec_10;tqwt_stdValue_dec_10,41.965316666666666,11.307998333333334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_11,752.0,0.95,190.0,1.0,tqwt_entropy_shannon_dec_11,26.676233333333336,8.311066666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_13,752.0,0.95,191.0,10.0,tqwt_TKEO_mean_dec_12;tqwt_TKEO_mean_dec_13;tqwt_TKEO_mean_dec_14;tqwt_TKEO_std_dec_12;tqwt_TKEO_std_dec_13;tqwt_TKEO_std_dec_14;tqwt_entropy_shannon_dec_12;tqwt_entropy_shannon_dec_13;tqwt_stdValue_dec_12;tqwt_stdValue_dec_13,193.85515,80.11548333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_14,752.0,0.95,192.0,2.0,tqwt_entropy_shannon_dec_14;tqwt_stdValue_dec_14,429.8906083333333,181.00100000000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_16,752.0,0.95,193.0,8.0,tqwt_entropy_shannon_dec_15;tqwt_entropy_shannon_dec_16;tqwt_maxValue_dec_15;tqwt_maxValue_dec_16;tqwt_minValue_dec_15;tqwt_minValue_dec_16;tqwt_stdValue_dec_15;tqwt_stdValue_dec_16,774.3925249999999,285.2580333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_17,752.0,0.95,194.0,1.0,tqwt_entropy_shannon_dec_17,816.1729124999999,396.19808333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_18,752.0,0.95,195.0,1.0,tqwt_entropy_shannon_dec_18,675.1328666666667,357.37005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_19,752.0,0.95,196.0,1.0,tqwt_entropy_shannon_dec_19,472.2929583333332,227.01276666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_20,752.0,0.95,197.0,1.0,tqwt_entropy_shannon_dec_20,298.13815000000005,147.9236666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_21,752.0,0.95,198.0,1.0,tqwt_entropy_shannon_dec_21,287.99842500000005,132.16241666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_22,752.0,0.95,199.0,1.0,tqwt_entropy_shannon_dec_22,225.04642500000006,111.21681666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_23,752.0,0.95,200.0,1.0,tqwt_entropy_shannon_dec_23,216.93646666666666,108.73701666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_24,752.0,0.95,201.0,1.0,tqwt_entropy_shannon_dec_24,216.19931666666665,111.54666666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_25,752.0,0.95,202.0,1.0,tqwt_entropy_shannon_dec_25,235.63475833333328,119.11370000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_26,752.0,0.95,203.0,1.0,tqwt_entropy_shannon_dec_26,195.93538333333336,85.19058333333334,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_27,752.0,0.95,204.0,1.0,tqwt_entropy_shannon_dec_27,117.10881250000001,12.610839333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_28,752.0,0.95,205.0,1.0,tqwt_entropy_shannon_dec_28,23.9336175,2.257743,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_30,752.0,0.95,206.0,1.0,tqwt_entropy_shannon_dec_30,3.171034833333333,0.5958816666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_32,752.0,0.95,207.0,9.0,tqwt_TKEO_mean_dec_32;tqwt_entropy_shannon_dec_31;tqwt_entropy_shannon_dec_32;tqwt_maxValue_dec_31;tqwt_maxValue_dec_32;tqwt_minValue_dec_31;tqwt_minValue_dec_32;tqwt_stdValue_dec_31;tqwt_stdValue_dec_32,3.1174985833333335,0.6748086666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_33,752.0,0.95,208.0,12.0,tqwt_entropy_shannon_dec_33;tqwt_entropy_shannon_dec_34;tqwt_entropy_shannon_dec_35;tqwt_maxValue_dec_33;tqwt_maxValue_dec_34;tqwt_maxValue_dec_35;tqwt_minValue_dec_33;tqwt_minValue_dec_34;tqwt_minValue_dec_35;tqwt_stdValue_dec_33;tqwt_stdValue_dec_34;tqwt_stdValue_dec_35,1.5849704166666667,0.27542150000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_shannon_dec_36,752.0,0.95,209.0,1.0,tqwt_entropy_shannon_dec_36,5.85870025,0.5546070000000002,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_1,752.0,0.95,210.0,10.0,tqwt_entropy_log_dec_1;tqwt_entropy_log_dec_10;tqwt_entropy_log_dec_2;tqwt_entropy_log_dec_3;tqwt_entropy_log_dec_4;tqwt_entropy_log_dec_5;tqwt_entropy_log_dec_6;tqwt_entropy_log_dec_7;tqwt_entropy_log_dec_8;tqwt_entropy_log_dec_9,265115.6163333331,119047.09250000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_11,752.0,0.95,211.0,1.0,tqwt_entropy_log_dec_11,47968.56455000004,24163.789383333322,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_12,752.0,0.95,212.0,7.0,tqwt_entropy_log_dec_12;tqwt_entropy_log_dec_13;tqwt_entropy_log_dec_14;tqwt_entropy_log_dec_15;tqwt_entropy_log_dec_16;tqwt_entropy_log_dec_17;tqwt_entropy_log_dec_18,45548.75302499998,23501.88756666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_19,752.0,0.95,213.0,1.0,tqwt_entropy_log_dec_19,10559.784516666667,5324.96361666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_20,752.0,0.95,214.0,1.0,tqwt_entropy_log_dec_20,7633.055024999996,3855.4488833333326,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_21,752.0,0.95,215.0,1.0,tqwt_entropy_log_dec_21,7160.470708333336,3745.432216666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_22,752.0,0.95,216.0,1.0,tqwt_entropy_log_dec_22,5054.585391666666,2466.4917166666683,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_23,752.0,0.95,217.0,1.0,tqwt_entropy_log_dec_23,4853.049266666666,2515.010850000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_24,752.0,0.95,218.0,1.0,tqwt_entropy_log_dec_24,4403.866341666666,2260.0973833333346,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_25,752.0,0.95,219.0,1.0,tqwt_entropy_log_dec_25,4801.842741666667,2297.9152000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_26,752.0,0.95,220.0,1.0,tqwt_entropy_log_dec_26,5317.776366666666,2377.678000000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_27,752.0,0.95,221.0,1.0,tqwt_entropy_log_dec_27,6214.3261833333345,3130.4613999999997,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_28,752.0,0.95,222.0,1.0,tqwt_entropy_log_dec_28,4393.545833333332,2091.1266333333324,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_29,752.0,0.95,223.0,1.0,tqwt_entropy_log_dec_29,2003.4509083333332,941.5190166666657,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_30,752.0,0.95,224.0,1.0,tqwt_entropy_log_dec_30,1663.5156583333328,770.4892499999992,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_31,752.0,0.95,225.0,3.0,tqwt_entropy_log_dec_31;tqwt_entropy_log_dec_32;tqwt_entropy_log_dec_33,1704.4163083333333,852.7071166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_34,752.0,0.95,226.0,2.0,tqwt_entropy_log_dec_34;tqwt_entropy_log_dec_35,1228.2937916666656,379.5053333333326,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_entropy_log_dec_36,752.0,0.95,227.0,1.0,tqwt_entropy_log_dec_36,919.9169666666667,465.38846666666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_11,752.0,0.95,228.0,2.0,tqwt_TKEO_mean_dec_11;tqwt_TKEO_std_dec_11,0.0004238024999999917,0.0001570166666666333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_15,752.0,0.95,229.0,2.0,tqwt_TKEO_mean_dec_15;tqwt_TKEO_std_dec_15,0.04377095833333335,0.01233521,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_16,752.0,0.95,230.0,1.0,tqwt_TKEO_mean_dec_16,0.06908269999999991,0.017147728333333355,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_17,752.0,0.95,231.0,1.0,tqwt_TKEO_mean_dec_17,0.1480852833333333,0.042908983333333296,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_18,752.0,0.95,232.0,1.0,tqwt_TKEO_mean_dec_18,0.17545144999999995,0.06814889999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_19,752.0,0.95,233.0,1.0,tqwt_TKEO_mean_dec_19,0.11539745,0.041813983333333304,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_20,752.0,0.95,234.0,1.0,tqwt_TKEO_mean_dec_20,0.06470649999999997,0.026881500000000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_21,752.0,0.95,235.0,1.0,tqwt_TKEO_mean_dec_21,0.07423783333333335,0.025277783333333304,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_22,752.0,0.95,236.0,1.0,tqwt_TKEO_mean_dec_22,0.0677576416666667,0.0255889166666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_23,752.0,0.95,237.0,1.0,tqwt_TKEO_mean_dec_23,0.08180429000000003,0.03132945,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_24,752.0,0.95,238.0,2.0,tqwt_TKEO_mean_dec_24;tqwt_TKEO_std_dec_24,0.14357692499999994,0.04297268333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_25,752.0,0.95,239.0,1.0,tqwt_TKEO_mean_dec_25,0.34504076666666667,0.08551358333333331,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_26,752.0,0.95,240.0,1.0,tqwt_TKEO_mean_dec_26,0.3491016708333334,0.07877404833333329,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_27,752.0,0.95,241.0,2.0,tqwt_TKEO_mean_dec_27;tqwt_TKEO_std_dec_27,0.12959169750000005,0.0049689449999999495,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_28,752.0,0.95,242.0,1.0,tqwt_TKEO_mean_dec_28,0.018455847499999976,0.0010157166666666501,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_31,752.0,0.95,243.0,1.0,tqwt_TKEO_mean_dec_31,0.0020647216666667,0.00036302333333330006,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_33,752.0,0.95,244.0,1.0,tqwt_TKEO_mean_dec_33,0.001417753333333325,0.0001884816666666167,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_mean_dec_34,752.0,0.95,245.0,1.0,tqwt_TKEO_mean_dec_34,0.0009488449999999416,6.685833333333334e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_33,752.0,0.95,246.0,4.0,tqwt_TKEO_mean_dec_35;tqwt_TKEO_std_dec_33;tqwt_TKEO_std_dec_34;tqwt_TKEO_std_dec_35,0.00254787666666665,0.0004075933333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_36,752.0,0.95,247.0,2.0,tqwt_TKEO_mean_dec_36;tqwt_TKEO_std_dec_36,0.013049617500000025,0.0011238633333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_1,752.0,0.95,248.0,1.0,tqwt_TKEO_std_dec_1,2.8909e-05,1.1265833333333333e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_16,752.0,0.95,249.0,1.0,tqwt_TKEO_std_dec_16,0.068632425,0.018474233333333354,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_17,752.0,0.95,250.0,1.0,tqwt_TKEO_std_dec_17,0.10270970833333333,0.038427683333333296,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_18,752.0,0.95,251.0,1.0,tqwt_TKEO_std_dec_18,0.12526126666666668,0.055847400000000005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_19,752.0,0.95,252.0,1.0,tqwt_TKEO_std_dec_19,0.08960961666666666,0.03692863333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_20,752.0,0.95,253.0,1.0,tqwt_TKEO_std_dec_20,0.05362584999999998,0.02299336666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_21,752.0,0.95,254.0,1.0,tqwt_TKEO_std_dec_21,0.04151341666666668,0.0171419,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_22,752.0,0.95,255.0,1.0,tqwt_TKEO_std_dec_22,0.034775833333333374,0.016154033333333352,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_23,752.0,0.95,256.0,1.0,tqwt_TKEO_std_dec_23,0.03767025833333337,0.018281099999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_25,752.0,0.95,257.0,1.0,tqwt_TKEO_std_dec_25,0.13388390833333336,0.03362236666666671,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_26,752.0,0.95,258.0,1.0,tqwt_TKEO_std_dec_26,0.13447585000000006,0.03015230000000005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_28,752.0,0.95,259.0,1.0,tqwt_TKEO_std_dec_28,0.0132525983333333,0.00272970166666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_31,752.0,0.95,260.0,1.0,tqwt_TKEO_std_dec_31,0.003536745833333325,0.0007533383333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_TKEO_std_dec_32,752.0,0.95,261.0,1.0,tqwt_TKEO_std_dec_32,0.003098625833333325,0.0006725616666666001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
