feature,category,mean_pd,mean_healthy,median_pd,median_healthy,mannwhitney_u,p_mannwhitney,welch_t,p_welch,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney,q_welch,subject_level_std,subject_level_unique_count,subject_level_missing_count,is_constant,is_near_constant,q_mannwhitney_scientific,q_welch_scientific
tqwt_entropy_log_dec_2,TQWT,-1565490.9693884752,-1478956.1908484374,-1540867.2761666668,-1477189.2833333332,4834.0,0.018985138245679635,-3.0828943684360994,0.0023352676172803213,-0.33809215366748685,0.33809215366748685,-0.19647606382978725,0.19647606382978725,0.03490666005073615,0.006806671504631014,257700.22615596975,252,0,False,False,3.491e-02,6.807e-03
tqwt_TKEO_std_dec_33,TQWT,0.003481130739361702,0.026141432708333336,0.00045244333333333334,0.0009673033333333335,4838.0,0.01939343189067179,-1.6207502230619841,0.110037909673113,-0.3992131727905238,0.3992131727905238,-0.19581117021276595,0.19581117021276595,0.03557039215069557,0.19288696520788107,0.057390678879223854,252,0,False,False,3.557e-02,1.929e-01
tqwt_TKEO_std_dec_3,TQWT,5.44013031643617e-05,5.198459375e-05,1.4395e-05,2.2668333333333335e-05,4839.0,0.01949662784183887,0.12965483289797541,0.8970037123564766,0.015694031159435292,0.015694031159435292,-0.19564494680851063,0.19564494680851063,0.03567266213397282,0.9407905044519811,0.00015338040198135578,249,0,False,False,3.567e-02,9.408e-01
Ed2_7_coef,Wavelet,0.00019706864113475177,0.0001297552328125,3.0235e-06,1.5241666666666668e-06,7191.5,0.01965244769946991,0.9171265195913181,0.3601015296719461,0.09797325000596453,0.09797325000596453,0.19539561170212766,0.19539561170212766,0.03587048706311012,0.5033389411027945,0.0006849541672137673,250,0,False,False,3.587e-02,5.033e-01
tqwt_kurtosisValue_dec_29,TQWT,19.725059929078014,32.006881250000006,8.714883333333333,17.598016666666666,4854.0,0.021104295088398922,-2.668734775093918,0.009216823881293431,-0.4838900283999935,0.4838900283999935,-0.19315159574468085,0.19315159574468085,0.038427191056842586,0.02369778578754124,25.83958601694459,252,0,False,False,3.843e-02,2.370e-02
tqwt_maxValue_dec_33,TQWT,0.08760585567375888,0.15238898177083332,0.04681383333333334,0.068508,4859.0,0.021665241661728712,-2.188252795380738,0.03191482142425135,-0.4472571470707029,0.4472571470707029,-0.19232047872340424,0.19232047872340424,0.039353289201980654,0.06741557783999162,0.1469994636237887,252,0,False,False,3.935e-02,6.742e-02
Ed_7_coef,Wavelet,0.003592054386524823,0.0021852915208333337,7.551166666666667e-05,4.1805e-05,7166.0,0.02247234886574732,1.041264421811694,0.2989440973932619,0.11225886005238006,0.11225886005238006,0.19115691489361702,0.19115691489361702,0.04072097914949876,0.4373656833457839,0.012496603836019499,252,0,False,False,4.072e-02,4.374e-01
tqwt_kurtosisValue_dec_1,TQWT,1137.4932991134751,828.9387182291666,62.63133333333333,289.5286,4874.0,0.023426646583239508,0.9507465926872154,0.34288162716124787,0.10488941177407614,0.10488941177407614,-0.18982712765957446,0.18982712765957446,0.04234816882354834,0.48650374268916685,2933.0932231279908,252,0,False,False,4.235e-02,4.865e-01
tqwt_medianValue_dec_34,TQWT,4.709802659574469e-05,-0.00011242681249999995,4.753333333333333e-06,-6.424783333333334e-05,7156.0,0.023670646781950293,0.5598624237392096,0.5774815553397527,0.12987940932427544,0.12987940932427544,0.18949468085106383,0.18949468085106383,0.04268663400486,0.7177952555628,0.0012253388168876138,252,0,False,False,4.269e-02,7.178e-01
tqwt_energy_dec_5,TQWT,0.0007872695152482267,0.0018959736979166667,0.00012230999999999999,0.00022174333333333331,4884.0,0.024668827071342072,-1.2458131542914286,0.21714732569975664,-0.27671467655730403,0.27671467655730403,-0.18816489361702127,0.18816489361702127,0.044380282195333104,0.33878586914152903,0.004019812151492711,252,0,False,False,4.438e-02,3.388e-01
tqwt_TKEO_mean_dec_19,TQWT,0.10568590445035461,0.13155072083333333,0.04684083333333334,0.060624333333333336,4885.0,0.02479612791440701,-1.1498218730667862,0.25249400874688477,-0.1576115457925919,0.1576115457925919,-0.18799867021276595,0.18799867021276595,0.04450283577955625,0.3797509891553147,0.16383960169421077,252,0,False,False,4.450e-02,3.798e-01
tqwt_medianValue_dec_10,TQWT,4.449774999999985e-06,-1.6192786458333333e-05,-8.766666666666668e-07,-6.52e-06,7144.0,0.025181422739625776,2.353239538772757,0.02110583927133975,0.4329246980751199,0.4329246980751199,0.1875,0.1875,0.045086737857615675,0.047805997385685216,4.833456965949474e-05,251,0,False,False,4.509e-02,4.781e-02
tqwt_TKEO_std_dec_27,TQWT,0.1038669975531915,0.03005786911458333,0.009257383333333334,0.0026691183333333334,7143.0,0.025311037456055015,2.8824085250170195,0.0043197938339812605,0.25773202030460807,0.25773202030460807,0.18733377659574468,0.18733377659574468,0.04521116429205076,0.011899212319245085,0.2870442782399778,252,0,False,False,4.521e-02,1.190e-02
Ed2_1_coef,Wavelet,7.006566554964539e-05,5.922306260416666e-05,2.57e-08,1.3921666666666666e-08,7132.0,0.026774960199109788,0.21883304084404043,0.8272112965950285,0.032653264032055714,0.032653264032055714,0.18550531914893617,0.18550531914893617,0.04771272528372171,0.8942873196889836,0.00033076603120200867,250,0,False,False,4.771e-02,8.943e-01
tqwt_skewnessValue_dec_10,TQWT,-0.00727539645390071,0.012114511302083332,-0.0005806450000000002,0.005365766666666667,4905.0,0.02746427829069283,-1.9496072701484541,0.05235127213795641,-0.19110680104242111,0.19110680104242111,-0.1846742021276596,0.1846742021276596,0.048825383627898365,0.10534850296019238,0.10140951294896586,252,0,False,False,4.883e-02,1.053e-01
PPE,Nonlinear,0.7390552127659575,0.7674338541666667,0.7997366666666668,0.8076966666666667,4911.0,0.02831154884710818,-1.7292484320828794,0.08633099450727238,-0.23730204715714762,0.23730204715714762,-0.18367686170212766,0.18367686170212766,0.05021293569109753,0.15795841330771007,0.11975199146281733,252,0,False,False,5.021e-02,1.580e-01
det_LT_TKEO_std_7_coef,Wavelet,0.11273440476950354,0.074093623125,0.00169988,0.0008972583333333333,7118.0,0.028743564637576095,0.8394115448102067,0.4020856796194246,0.08549516181553884,0.08549516181553884,0.1831781914893617,0.1831781914893617,0.050859201429311114,0.545791391829977,0.4504815627058237,252,0,False,False,5.086e-02,5.458e-01
tqwt_energy_dec_1,TQWT,0.0005948734276595744,0.00027360109375,8.601999999999999e-05,5.186666666666667e-05,7117.0,0.028888675619037994,1.2521280000239203,0.21171857622879708,0.11566640304979076,0.11566640304979076,0.1830119680851064,0.1830119680851064,0.05099597198478068,0.3330802705524172,0.0027700650137281713,247,0,False,False,5.100e-02,3.331e-01
det_LT_TKEO_mean_7_coef,Wavelet,0.05334666597517731,0.035123417395833335,0.0008156166666666667,0.0004765916666666667,7114.0,0.029328407185761404,0.8894989706854782,0.3746657938318316,0.09215725380753324,0.09215725380753324,0.1825132978723404,0.1825132978723404,0.051530285522646206,0.5141399214626594,0.1971142130312562,252,0,False,False,5.153e-02,5.141e-01
tqwt_kurtosisValue_dec_7,TQWT,49.757791134751784,12.9635578125,7.425166666666666,6.210616666666667,7114.0,0.029328407185761404,2.3281577204296497,0.020899459521458816,0.1996194907014133,0.1996194907014133,0.1825132978723404,0.1825132978723404,0.051530285522646206,0.047481551541199485,184.2862161963958,252,0,False,False,5.153e-02,4.748e-02
tqwt_kurtosisValue_dec_11,TQWT,12.906678191489362,8.822048958333333,5.668516666666666,5.0587333333333335,7112.0,0.029624648146241342,1.5480387969582856,0.12317626116151481,0.16993093612463367,0.16993093612463367,0.18218085106382978,0.18218085106382978,0.05192945316077736,0.21293919170910147,24.007348281068058,252,0,False,False,5.193e-02,2.129e-01
tqwt_maxValue_dec_23,TQWT,0.43925756028368795,0.52859478125,0.4035416666666667,0.4621683333333334,4923.0,0.030073833299619566,-1.9457072285637083,0.054361363459704264,-0.28759428908497303,0.28759428908497303,-0.18168218085106383,0.18168218085106383,0.05259423870073003,0.10843433772333583,0.3118352790250378,252,0,False,False,5.259e-02,1.084e-01
det_LT_entropy_log_8_coef,Wavelet,-136.49904015957446,-142.8747828125,-142.61551666666668,-150.94966666666664,7108.0,0.03022485678102316,1.5377731342837573,0.12699198657429225,0.22204046827387827,0.22204046827387827,0.1815159574468085,0.1815159574468085,0.052735712991483566,0.21903205023822883,28.734486982956838,252,0,False,False,5.274e-02,2.190e-01
tqwt_TKEO_std_dec_2,TQWT,2.7099183587411345e-05,4.0436125e-05,9.068333333333333e-06,1.5203333333333332e-05,4925.0,0.030376469331095307,-0.9878326357975689,0.3263433495870399,-0.18683861293891407,0.18683861293891407,-0.1813497340425532,0.1813497340425532,0.05275554658760094,0.46744799788467434,7.13349332410746e-05,250,0,False,False,5.276e-02,4.674e-01
tqwt_maxValue_dec_27,TQWT,0.46866163989361703,0.2921182427083333,0.2651966666666667,0.14007116666666666,7107.0,0.03037653147929682,2.9767165985139203,0.003255220427757082,0.32150640354078636,0.32150640354078636,0.1813497340425532,0.1813497340425532,0.05275554658760094,0.009202728427343331,0.5523019771545825,252,0,False,False,5.276e-02,9.203e-03
tqwt_minValue_dec_23,TQWT,-0.43924297695035464,-0.5265094166666666,-0.39934333333333333,-0.4647016666666667,7104.5,0.030758550459232283,1.89730568196476,0.060514244151183255,0.27930610364722136,0.27930610364722136,0.1809341755319149,0.1809341755319149,0.053295921533047644,0.11819925091348002,0.3135075363911852,251,0,False,False,5.330e-02,1.182e-01
det_LT_entropy_log_7_coef,Wavelet,-159.60945460992906,-167.1283171875,-167.32045,-173.25560000000002,7086.0,0.03371607909220905,1.851676344289213,0.06656363647805313,0.25612258958768036,0.25612258958768036,0.1778590425531915,0.1778590425531915,0.058286187304232656,0.12900551202380514,29.422365609891024,252,0,False,False,5.829e-02,1.290e-01
tqwt_entropy_shannon_dec_23,TQWT,186.23860567375885,224.77259260416668,161.09633333333335,202.80338333333333,4954.0,0.03506843556974028,-1.8303948951806974,0.06974992768514567,-0.255480659069231,0.255480659069231,-0.17652925531914893,0.17652925531914893,0.060485008138634604,0.13245440812936754,151.16310041727976,252,0,False,False,6.049e-02,1.325e-01
tqwt_kurtosisValue_dec_9,TQWT,13.96635195035461,6.6485625,5.282633333333333,4.842766666666666,7067.0,0.037003339929891944,1.8970038126055115,0.05924396534760834,0.16320361870581013,0.16320361870581013,0.1747007978723404,0.1747007978723404,0.06367622798004288,0.1166148028456021,44.7735649453472,252,0,False,False,6.368e-02,1.166e-01
std_1st_delta,Delta / Delta-delta,0.07597865957446809,0.063638140625,0.066844,0.06412899999999999,7064.0,0.037546557946569234,3.274194343877159,0.001245906976745838,0.3590100587359184,0.3590100587359184,0.17420212765957446,0.17420212765957446,0.06446349674844763,0.0037779114778744767,0.034655887351023706,252,0,False,False,6.446e-02,3.778e-03
tqwt_skewnessValue_dec_9,TQWT,-0.0022552042375886517,0.010772324739583334,-0.0009018333333333335,0.0021936666666666667,4972.0,0.038281392733911505,-1.776032504630885,0.07703973380936222,-0.1831092717820494,0.1831092717820494,-0.1735372340425532,0.1735372340425532,0.06557541534373908,0.14447351577217055,0.07108983680304838,252,0,False,False,6.558e-02,1.445e-01
tqwt_meanValue_dec_16,TQWT,3.266394503546099e-20,-2.7428234375e-20,4.774999999999998e-21,-4.465333333333333e-20,7056.0,0.03902838186435503,1.602072970488258,0.11280935938811658,0.27250290351584694,0.27250290351584694,0.17287234042553193,0.17287234042553193,0.0667030526408977,0.19728520525549692,2.2119459912516254e-19,251,0,False,True,6.670e-02,1.973e-01
mean_MFCC_4th_coef,MFCC,-1.3523351554432625,-1.6423777552083334,-1.2988866666666667,-1.6941166666666665,7043.0,0.041542318990764424,1.7384952599375036,0.08463008816264662,0.2360610056908015,0.2360610056908015,0.17071143617021275,0.17071143617021275,0.07083860290488628,0.15522396658124454,1.2302859377972768,252,0,False,False,7.084e-02,1.552e-01
tqwt_minValue_dec_27,TQWT,-0.47092700762411344,-0.29508590468749996,-0.2645033333333333,-0.19416316666666666,4994.0,0.04254506031494456,-2.9628645094839277,0.0033977908874714027,-0.31951285856204886,0.31951285856204886,-0.16988031914893617,0.16988031914893617,0.0723843560109464,0.009534099803651101,0.5534709453582196,252,0,False,False,7.238e-02,9.534e-03
Ed2_9_coef,Wavelet,0.0001845178294858156,0.000143795348125,4.351316666666667e-06,2.0953333333333335e-06,7025.0,0.045248369216683154,0.5539908837495624,0.580447134529722,0.0699633521758688,0.0699633521758688,0.16771941489361702,0.16771941489361702,0.0768098728012319,0.7202908336078399,0.0005800110412733313,251,0,False,False,7.681e-02,7.203e-01
tqwt_TKEO_std_dec_18,TQWT,0.1002873544858156,0.1135106609375,0.06357833333333333,0.07861983333333333,5010.0,0.04589237772136195,-0.9003849510176917,0.3696270087740204,-0.12050956495493664,0.12050956495493664,-0.16722074468085107,0.16722074468085107,0.07772763073527969,0.5090833527437058,0.109443435964061,251,0,False,False,7.773e-02,5.091e-01
Ea2,Other,99.99616843971629,99.99739583333334,99.99989999999998,99.99996666666668,5020.0,0.04619049802909085,-0.9183047950945673,0.36003462534164904,-0.11711694741644195,0.11711694741644195,-0.16555851063829788,0.16555851063829788,0.07805675172556477,0.5033389411027945,0.010452061287612422,84,0,False,False,7.806e-02,5.033e-01
tqwt_medianValue_dec_12,TQWT,4.897978014179624e-07,-1.2142083333333374e-05,-1.3473333333333334e-19,-1.5583333333333325e-06,7016.0,0.04720361612941763,1.5061902424702942,0.13635873778805246,0.3028274396272837,0.3028274396272837,0.16622340425531915,0.16622340425531915,0.07958995365318848,0.2319949565986775,4.1909526755997594e-05,252,0,False,False,7.959e-02,2.320e-01
tqwt_TKEO_std_dec_23,TQWT,0.04519853955673758,0.061718707604166666,0.02363116666666667,0.028969666666666668,5021.0,0.048320217747454756,-1.1732298621139228,0.24314972985062808,-0.16558706793289082,0.16558706793289082,-0.16539228723404256,0.16539228723404256,0.08129038869370464,0.36790462142388797,0.09963041210697704,252,0,False,False,8.129e-02,3.679e-01
Ea,Other,99.9238484929078,99.94494114583333,99.99733333333332,99.99871666666667,5025.0,0.049217572987305946,-0.6163274376710945,0.5388334228090271,-0.08420548586425942,0.08420548586425942,-0.16472739361702127,0.16472739361702127,0.08261521180012069,0.6821594847683307,0.24966313121115719,171,0,False,False,8.262e-02,6.822e-01
det_LT_entropy_shannon_9_coef,Wavelet,-0.42923957111702127,-0.21077115546875003,0.06743116666666667,0.0438085,7001.0,0.050620053780622974,-0.7536024043230035,0.45195453333353625,-0.08233536395510435,0.08233536395510435,0.16373005319148937,0.16373005319148937,0.08478013461698992,0.5966159248645797,2.6445570651120374,252,0,False,False,8.478e-02,5.966e-01
tqwt_energy_dec_35,TQWT,9.872640425531914e-05,0.0007080692916666667,1.008e-05,2.4025e-05,5031.5,0.050737369503457086,-1.9155817191545088,0.05987991804765923,-0.4616163333448748,0.4616163333448748,-0.1636469414893617,0.1636469414893617,0.08478778192577718,0.11726483950999933,0.0013412582610363216,251,0,False,False,8.479e-02,1.173e-01
Ed2_8_coef,Wavelet,0.0007622189092198582,0.0007357306000000002,1.605e-05,7.594999999999999e-06,6994.0,0.05228388867569269,0.0686978457324798,0.9453643482829973,0.010326510787977129,0.010326510787977129,0.16256648936170212,0.16256648936170212,0.08717845739272927,0.9665609178656337,0.0025549052038232717,251,0,False,False,8.718e-02,9.666e-01
tqwt_kurtosisValue_dec_8,TQWT,17.679237056737588,7.390001041666666,5.937133333333334,5.566000000000001,6987.0,0.0539933025849809,2.6280616748311694,0.009233312813496786,0.22688433823622192,0.22688433823622192,0.1614029255319149,0.1614029255319149,0.0898295653626231,0.02369778578754124,45.391312087611695,252,0,False,False,8.983e-02,2.370e-02
Ed_1_coef,Wavelet,0.002908318791489362,0.002179962472916667,6.225e-07,4.1300000000000006e-07,6984.5,0.054614580280760015,0.3068296281851989,0.7594174240637692,0.038737759003216236,0.038737759003216236,0.16098736702127658,0.16098736702127658,0.09066261450580912,0.8481434870608291,0.01873015438746559,245,0,False,False,9.066e-02,8.481e-01
mean_MFCC_7th_coef,MFCC,0.17140496826241136,-0.0832600203125,0.09458199999999999,-0.04589248333333333,6982.0,0.05524263325026336,2.2412514861112967,0.02711393882607688,0.3314067136920266,0.3314067136920266,0.1605718085106383,0.1605718085106383,0.09150321630880626,0.05846484144489291,0.7733665997897692,252,0,False,False,9.150e-02,5.846e-02
tqwt_energy_dec_31,TQWT,0.0006063990673758864,0.0014541347604166666,0.00012314,5.175e-05,6977.0,0.056515873910324484,-1.4985036875949556,0.13842190108331745,-0.308367901031163,0.308367901031163,0.1597406914893617,0.1597406914893617,0.09340645534189893,0.23497352057484133,0.0027629258525653836,250,0,False,False,9.341e-02,2.350e-01
det_LT_TKEO_mean_1_coef,Wavelet,0.0022031439097517733,0.0022031814359375003,7.868333333333334e-07,4.513333333333334e-07,6976.0,0.056773310655550656,-2.0887529071465673e-05,0.999983382908292,-3.57295696955531e-06,3.57295696955531e-06,0.1595744680851064,0.1595744680851064,0.09362616143196073,0.999983382908292,0.010461076348971884,247,0,False,False,9.363e-02,1.000e+00
det_entropy_log_3_coef,Wavelet,-16.576613656028368,-33.875314765625006,-24.259183333333336,-38.34193333333333,6969.0,0.058604057424900886,2.327254706123899,0.021420751350622887,0.3003528769710265,0.3003528769710265,0.15841090425531915,0.15841090425531915,0.0964338100295962,0.04821263875966058,57.8576521091395,252,0,False,False,9.643e-02,4.821e-02
tqwt_stdValue_dec_2,TQWT,0.0017447183510638298,0.0020201163541666667,0.0011973700000000001,0.0016108833333333334,5081.0,0.06353717402190327,-1.0245139011414284,0.30794653116948756,-0.15147240861643216,0.15147240861643216,-0.15541888297872342,0.15541888297872342,0.10432304555561411,0.44792222715561825,0.001814873805511169,252,0,False,False,1.043e-01,4.479e-01
tqwt_entropy_shannon_dec_24,TQWT,149.1563754964539,172.93800265624998,161.07831666666667,195.71366666666668,5082.0,0.0638210044902239,-0.5082192542623808,0.6124850639243844,-0.08049632516120211,0.08049632516120211,-0.15525265957446807,0.15525265957446807,0.104560774241064,0.739307813918358,294.4447410054517,252,0,False,False,1.046e-01,7.393e-01
tqwt_medianValue_dec_16,TQWT,1.968010638297884e-05,1.2662031249999989e-05,0.0,-3.551833333333334e-05,6937.0,0.0642788043020025,0.09073238286483579,0.92792211844688,0.01578558149204717,0.01578558149204717,0.15309175531914893,0.15309175531914893,0.10508187138066495,0.9585129575165574,0.00044283047063248634,178,0,False,False,1.051e-01,9.585e-01
tqwt_TKEO_mean_dec_24,TQWT,0.18860821828014188,0.2588874814583333,0.048931666666666665,0.08010916666666668,5087.0,0.0652559073866018,-1.1380457351228723,0.2579047465024726,-0.17695213928845346,0.17695213928845346,-0.1544215425531915,0.1544215425531915,0.10644781421849143,0.38557528701761307,0.3967672453776515,252,0,False,False,1.064e-01,3.856e-01
tqwt_energy_dec_36,TQWT,0.0008942854946808511,0.0030833476458333336,8.851e-05,0.00019371166666666664,5089.0,0.06583716850257318,-1.3969460757959207,0.16705578157207024,-0.3146739495727718,0.3146739495727718,-0.15408909574468085,0.15408909574468085,0.10716352968384205,0.2748926646437567,0.006994154165165415,250,0,False,False,1.072e-01,2.749e-01
tqwt_TKEO_mean_dec_2,TQWT,1.028344225921986e-05,1.3224055729166667e-05,2.3823333333333335e-06,4.123333333333333e-06,5090.5,0.06627603668248642,-0.6847454904647553,0.49528213638102164,-0.11316967421243251,0.11316967421243251,-0.15383976063829788,0.15383976063829788,0.10764488031367125,0.6399521762174025,2.5912427817687636e-05,251,0,False,False,1.076e-01,6.400e-01
det_LT_TKEO_std_9_coef,Wavelet,0.10087445462765957,0.07599589348958334,0.002233051666666667,0.0014367149999999999,6936.0,0.0679057472187602,0.6849427942974422,0.4944836802481303,0.08646925559476008,0.08646925559476008,0.1529255319148936,0.1529255319148936,0.11005414204419758,0.6399521762174025,0.2867762177629551,252,0,False,False,1.101e-01,6.400e-01
tqwt_entropy_shannon_dec_2,TQWT,5.903358597393616,6.827830104166667,1.7729,2.934733333333333,5097.0,0.06820556108516904,-0.496594005244017,0.6205510664939494,-0.07505540750564531,0.07505540750564531,-0.1527593085106383,0.1527593085106383,0.11030232674418736,0.7411746521973768,12.274809883851015,252,0,False,False,1.103e-01,7.412e-01
b1,Formant / Bandwidth,218.06524067545217,199.44256128828124,164.124321575,138.92628592666665,6934.0,0.06850646247874306,0.5437071253961574,0.5880371599823768,0.09174389070649894,0.09174389070649894,0.15259308510638298,0.15259308510638298,0.11031447491223723,0.7235684878435549,202.34083173933368,252,0,False,False,1.103e-01,7.236e-01
tqwt_entropy_log_dec_32,TQWT,-4117.112735460993,-3808.0397197916664,-4095.6057833333334,-4060.338983333333,5098.0,0.06850646247874306,-2.1167270982126873,0.0365101414867584,-0.30259136433996353,0.30259136433996353,-0.15259308510638298,0.15259308510638298,0.11031447491223723,0.07584427181779645,1026.2157738335552,252,0,False,False,1.103e-01,7.584e-02
det_LT_TKEO_mean_9_coef,Wavelet,0.047512593244680844,0.03569548911458334,0.001228125,0.0006853033333333333,6926.0,0.07095315540909337,0.6917973183999947,0.4901746967455909,0.08711300021216857,0.08711300021216857,0.1512632978723404,0.1512632978723404,0.1140101984351244,0.6388411992247562,0.1352110895265623,252,0,False,False,1.140e-01,6.388e-01
det_LT_entropy_shannon_6_coef,Wavelet,-0.4748206265957446,-0.9994047988020833,0.06183733333333333,0.04752016666666667,6924.0,0.07157589702357094,0.7196172427699027,0.4734891356320004,0.11180554953627922,0.11180554953627922,0.15093085106382978,0.15093085106382978,0.11476561740239946,0.6214028446688732,4.678852499712952,252,0,False,False,1.148e-01,6.214e-01
mean_MFCC_6th_coef,MFCC,-1.2364731867021277,-1.028802297395833,-1.2281133333333334,-0.9687600000000001,5125.0,0.07705197897198597,-2.1299402516492765,0.0347871625223334,-0.26251128230938464,0.26251128230938464,-0.14810505319148937,0.14810505319148937,0.12328316635517755,0.07307247546590703,0.7931158759691571,252,0,False,False,1.233e-01,7.307e-02
tqwt_entropy_log_dec_24,TQWT,-7876.189739804965,-7087.362308333333,-7529.815933333333,-6704.944683333333,5126.0,0.07738445372600027,-1.445865059096523,0.1511287219287973,-0.21104720977903565,0.21104720977903565,-0.14793882978723405,0.14793882978723405,0.12355224883641655,0.25199290219613213,3738.6214930767987,252,0,False,False,1.236e-01,2.520e-01
GNE_std,Nonlinear,0.21744028014184394,0.208056296875,0.20020666666666664,0.16644350000000002,6904.0,0.07805290958220937,0.4765948835431179,0.6349116308047279,0.08400948342690813,0.08400948342690813,0.14760638297872342,0.14760638297872342,0.12435548306318102,0.7530813034150716,0.11133228880725785,252,0,False,False,1.244e-01,7.531e-01
Ed_8_coef,Wavelet,0.013616065904255317,0.01244436515625,0.0003734333333333333,0.00021174666666666666,6902.0,0.07872600305329287,0.15013136022267712,0.8809598067015306,0.02270884063173679,0.02270884063173679,0.14727393617021275,0.14727393617021275,0.12516269407204278,0.9335323164382981,0.05139405254092171,251,0,False,False,1.252e-01,9.335e-01
mean_MFCC_9th_coef,MFCC,0.1453201166666667,-0.04057183645833332,0.10829116666666666,-0.11491300000000002,6901.0,0.07906440098007352,1.6327030342296116,0.10544906003490158,0.23771658589996217,0.23771658589996217,0.14710771276595744,0.14710771276595744,0.12543550535235293,0.18614481959212673,0.783072214889216,252,0,False,False,1.254e-01,1.861e-01
tqwt_maxValue_dec_18,TQWT,0.6257307216312057,0.7082891666666666,0.5940966666666667,0.6848633333333333,5135.0,0.08042961398422463,-1.7183908414562683,0.08806406031834252,-0.2250891306275698,0.2250891306275698,-0.14644281914893617,0.14644281914893617,0.12733277834976195,0.16034908803727257,0.3670859660530976,252,0,False,False,1.273e-01,1.603e-01
Ed_9_coef,Wavelet,0.0038150995443262414,0.002677171640625,0.00010851333333333332,5.889e-05,6896.5,0.08060154718426242,0.6657458148110542,0.5063817675026027,0.07498886483862112,0.07498886483862112,0.1463597074468085,0.1463597074468085,0.12733689807261628,0.6498277972047052,0.015122402231430696,251,0,False,False,1.273e-01,6.498e-01
tqwt_stdValue_dec_32,TQWT,0.02887524492907801,0.04990724427083333,0.015255333333333333,0.016608150000000002,5142.0,0.08286477115359425,-1.8566313853962628,0.0676292063800251,-0.3980017036608331,0.3980017036608331,-0.14527925531914893,0.14527925531914893,0.13063796207023665,0.12973766121882369,0.05342410890466964,252,0,False,False,1.306e-01,1.297e-01
det_LT_entropy_shannon_1_coef,Wavelet,0.3122322268262411,0.22009602338541667,0.0011314566666666666,0.0007777383333333333,6882.0,0.08572060871333777,0.7812612220165136,0.43599432881815936,0.10063929157677351,0.10063929157677351,0.1439494680851064,0.1439494680851064,0.13485752667872386,0.5833945467460068,0.9127505560420636,252,0,False,False,1.349e-01,5.834e-01
tqwt_minValue_dec_18,TQWT,-0.6248078758865249,-0.7069203645833333,-0.5920749999999999,-0.6813916666666666,6878.0,0.08717807137309885,1.7011913172884103,0.09129020749334289,0.22436376830141028,0.22436376830141028,0.1432845744680851,0.1432845744680851,0.13686411205129506,0.1650246058533506,0.366272150969383,252,0,False,False,1.369e-01,1.650e-01
det_LT_TKEO_std_1_coef,Wavelet,0.008760136042553192,0.007972829467708333,2.2453333333333333e-06,1.5236666666666667e-06,6874.5,0.08846957749550194,0.14404172168928545,0.8857774945432555,0.0229685521804407,0.0229685521804407,0.1427027925531915,0.1427027925531915,0.13860233807628636,0.9355402751355731,0.03414301503620919,250,0,False,False,1.386e-01,9.355e-01
tqwt_medianValue_dec_33,TQWT,-3.9838138297872334e-05,0.0001762582291666667,-1.9055e-05,3.6166666666667704e-07,5172.0,0.09398590321195126,-0.9556391133239093,0.34241307343705657,-0.1911205361922098,0.1911205361922098,-0.14029255319148937,0.14029255319148937,0.14693845990725019,0.48650374268916685,0.0011301066339528174,252,0,False,False,1.469e-01,4.865e-01
tqwt_skewnessValue_dec_24,TQWT,0.0005163777535461,-0.021000933385416667,9.09e-19,-8.575000000000001e-19,6854.0,0.0963476845394278,1.1355849258344362,0.2604271441003872,0.28214600784630167,0.28214600784630167,0.13929521276595744,0.13929521276595744,0.15031837919844337,0.388573834054546,0.07653505322093752,252,0,False,False,1.503e-01,3.886e-01
tqwt_stdValue_dec_24,TQWT,0.2560901932624114,0.303293934375,0.18439,0.22818,5182.0,0.09794841857284778,-1.4059909071275019,0.16268658574268285,-0.2082180357740459,0.2082180357740459,-0.13863031914893617,0.13863031914893617,0.15249940117346072,0.2688798076450495,0.22673491360219164,252,0,False,False,1.525e-01,2.689e-01
mean_MFCC_8th_coef,MFCC,0.44514486808510634,0.2873167015625,0.4134116666666666,0.27805599999999997,6841.0,0.10162776706455402,1.4492540910096003,0.14979016954533556,0.19580509096571524,0.19580509096571524,0.1371343085106383,0.1371343085106383,0.15790099345567069,0.250855118705893,0.8057762858796013,252,0,False,False,1.579e-01,2.509e-01
std_1st_delta_delta,Delta / Delta-delta,0.03679559751773049,0.03118995833333333,0.031995499999999996,0.03170683333333334,6839.0,0.10246009687994531,2.9383551829863697,0.003672625260457599,0.319012602570791,0.319012602570791,0.13680186170212766,0.13680186170212766,0.15886596464684305,0.010153728661265127,0.017671242020211492,251,0,False,False,1.589e-01,1.015e-02
tqwt_entropy_log_dec_22,TQWT,-13386.114571719856,-11990.507144791667,-12519.499016666668,-11424.804316666667,5197.0,0.10414121762986604,-2.5650031592882754,0.011247468843038226,-0.31091605079568924,0.31091605079568924,-0.1361369680851064,0.1361369680851064,0.16114032028324954,0.028193655233215823,4511.929671522676,252,0,False,False,1.611e-01,2.819e-02
Ed2_10_coef,Wavelet,0.0018718094547872342,0.0008079451526041667,4.6413649999999996e-05,2.8461666666666665e-05,6834.0,0.10456488686786111,1.824140472040218,0.06947303552210458,0.1920761602661771,0.1920761602661771,0.13597074468085107,0.13597074468085107,0.1614636446090997,0.13226258914588013,0.005536141284584842,252,0,False,False,1.615e-01,1.323e-01
